order_id,product_id,add_to_cart_order,reordered
1721,6104,5,1
1721,14197,6,1
1764,27086,1,1
1764,4595,2,1
1851,7131,1,1
1851,33911,2,1
1851,40233,3,1
1865,33129,1,1
1865,31553,2,0
1865,29487,3,0
1865,47734,4,0
1865,3188,5,0
1865,12815,6,0
1865,21938,7,0
1865,21903,8,0
1865,16179,9,0
1865,48745,10,0
1865,38579,11,0
1890,432,1,1
1890,47626,2,1
1890,13176,3,1
1890,11182,4,0
1890,30720,5,0
1890,26376,6,1
1890,48679,7,1
1890,8424,8,0
1890,28985,9,0
1890,44632,10,1
1890,8277,11,0
1890,38739,12,0
1890,25659,13,0
1890,44201,14,0
1890,30391,15,0
1955,10132,1,1
1955,13176,2,1
1955,16254,3,1
1955,38689,4,1
1955,7781,5,1
1955,38293,6,1
1955,17730,7,1
1955,30146,8,1
1955,25890,9,1
1955,2228,10,1
1955,41793,11,1
1955,15579,12,1
1955,35105,13,1
1955,29363,14,1
1955,3789,15,1
1955,11737,16,1
1955,26915,17,1
1955,35483,18,1
1955,35469,19,1
1955,3717,20,1
1955,5646,21,1
1955,47521,22,1
1955,5445,23,1
1955,49235,24,1
1955,26131,25,0
1955,8490,26,0
1955,44560,27,1
1955,47990,28,1
1955,16521,29,0
1955,7503,30,0
1955,12320,31,0
1955,22270,32,0
1955,10878,33,0
1983,22963,1,1
1983,42342,2,1
1983,31893,3,0
1983,7035,4,0
1983,11494,5,0
1983,36029,6,0
1983,41870,7,0
1983,8490,8,0
1983,36011,9,1
1983,42265,10,1
1983,45578,11,1
1983,41844,12,1
1983,2825,13,0
1983,42637,14,0
1983,37067,15,1
1983,21137,16,1
1983,3896,17,1
1983,19261,18,0
1983,28849,19,1
1983,42768,20,1
1983,34977,21,1
1983,8424,22,1
1983,5077,23,1
1983,44845,24,1
1983,19446,25,1
1983,45254,26,1
1983,16262,27,0
1983,20738,28,0
1983,37029,29,0
1994,24759,1,1
1994,48290,2,1
1994,12738,3,1
1994,1263,4,1
1994,49082,5,0
1994,41674,6,0
1994,9708,7,1
1994,14381,8,1
1994,48366,9,0
1994,28515,10,0
1994,8475,11,0
1994,49049,12,0
1994,6890,13,0
1994,12906,14,0
1994,18721,15,0
1994,24123,16,0
1994,13724,17,0
2011,14399,1,1
2011,3765,2,1
2011,48205,3,0
2021,9387,1,0
2021,4461,2,0
2021,22935,3,1
2021,8193,4,1
2021,10504,5,0
2021,22089,6,1
2021,23265,7,1
2021,27841,8,1
2021,44402,9,1
2021,34358,10,1
2021,199,11,1
2021,5077,12,1
2021,44292,13,1
2021,47626,14,1
2021,5460,15,1
2021,29382,16,1
2021,31506,17,1
2029,17316,1,0
2029,7781,2,0
2029,18094,3,0
2029,12383,4,0
2029,40174,5,0
2029,38453,6,1
2029,42193,7,0
2029,28745,8,0
2029,10369,9,0
2029,8012,10,0
2029,37733,11,0
2029,13176,12,0
2029,11520,13,0
2029,15742,14,0
2029,10132,15,0
2068,24852,1,1
2068,9252,2,1
2068,31215,3,1
2068,16339,4,1
2068,39719,5,1
2068,44142,6,1
2068,32828,7,1
2068,35417,8,1
2068,28842,9,1
2068,47766,10,1
2068,37849,11,1
2068,40332,12,1
2068,22242,13,1
2068,2180,14,1
2068,25345,15,1
2068,3919,16,1
2068,22151,17,1
2068,23955,18,1
2068,3118,19,1
2068,29443,20,1
2068,48516,21,0
2068,46886,22,0
2068,49363,23,0
2087,36695,1,0
2087,48857,2,1
2087,5612,3,0
2087,47672,4,0
2087,31399,5,1
2087,42896,6,0
2087,13176,7,0
2115,35887,1,1
2115,20995,2,1
2115,31766,3,1
2115,44910,4,1
2191,42265,1,1
2191,39097,2,1
2191,37687,3,1
2191,18465,4,1
2191,34262,5,1
2191,40486,6,0
2191,34423,7,0
2191,30776,8,0
2216,44469,1,0
2216,19008,2,1
2318,459,1,1
2318,37354,2,1
2318,46941,3,1
2318,17678,4,0
2389,38802,1,1
2389,46941,2,0
2389,33095,3,0
2415,21137,1,1
2415,24852,2,1
2415,5450,3,1
2415,46979,4,1
2415,41844,5,0
2415,28188,6,0
2442,15200,1,1
2442,21137,2,1
2442,21288,3,1
2442,45707,4,0
2442,8048,5,1
2442,6184,6,1
2445,40002,1,0
2445,43643,2,1
2445,9598,3,0
2445,22035,4,0
2445,38739,5,0
2445,13409,6,1
2445,33731,7,0
2445,14399,8,1
2445,6297,9,1
2445,34050,10,1
2445,32734,11,1
2445,21616,12,1
2445,42265,13,1
2445,31040,14,1
2445,39182,15,1
2445,2091,16,1
2445,48057,17,1
2445,36506,18,1
2445,43735,19,0
2445,40604,20,1
2445,6905,21,0
2445,10385,22,1
2445,41874,23,0
2445,34126,24,0
2445,28535,25,0
2445,33792,26,0
2445,14976,27,0
2445,13231,28,0
2445,4920,29,0
2445,38693,30,1
2445,13176,31,1
2445,2081,32,0
2445,39990,33,0
2445,9477,34,0
2445,24964,35,1
2445,24184,36,0
2468,25599,1,0
2468,13620,2,1
2468,22071,3,0
2468,14087,4,0
2468,36929,5,0
2468,26373,6,0
2468,24799,7,0
2468,25590,8,0
2530,4957,1,1
2530,33754,2,1
2603,13176,1,1
2603,47672,2,1
2603,27966,3,1
2603,18531,4,1
2603,42701,5,1
2711,9387,1,0
2711,17122,2,0
2711,27325,3,0
2711,3873,4,0
2737,12481,1,1
2737,6187,2,1
2737,49610,3,1
2820,33439,1,1
2820,33316,2,0
2820,35274,3,0
2820,42959,4,1
2822,13176,1,1
2822,11941,2,1
2822,7104,3,1
2822,24489,4,0
2822,42030,5,0
2822,23375,6,1
2822,5646,7,0
2822,19950,8,1
2822,260,9,1
2822,25138,10,1
2822,47788,11,1
2822,46802,12,0
2822,31720,13,0
2822,8693,14,0
2822,44035,15,0
2822,45970,16,0
2822,49175,17,1
2822,44008,18,0
2822,45916,19,0
2822,4982,20,0
2822,29398,21,0
2822,4102,22,0
2822,24830,23,1
2822,38159,24,1
2822,10243,25,1
2822,17747,26,0
2822,46667,27,1
2822,39877,28,0
2822,19970,29,0
2853,35886,1,1
2853,6184,2,1
2853,9189,3,0
2853,23423,4,1
2869,17779,1,0
2869,283,2,0
2869,14511,3,0
2869,10246,4,1
2869,6141,5,0
2869,34824,6,0
2869,43961,7,0
2869,42265,8,0
2869,47209,9,0
2869,37067,10,1
2869,27999,11,0
2869,27104,12,0
2888,30450,1,0
2888,41486,2,0
2888,46654,3,1
2888,37107,4,0
2888,27966,5,1
2888,21137,6,1
2888,19057,7,1
2888,11767,8,1
2888,5077,9,1
2888,16541,10,1
2888,17008,11,0
2888,19068,12,1
2888,23601,13,1
2888,27308,14,0
2888,31029,15,0
2888,18624,16,1
2888,16584,17,0
2888,38288,18,1
2888,41178,19,0
2888,10580,20,0
2888,27323,21,1
2888,24053,22,1
2888,7597,23,1
2888,12341,24,1
2888,30764,25,1
2888,11821,26,1
2888,43772,27,1
2888,5987,28,0
2888,34898,29,1
2888,29553,30,1
2888,31506,31,0
2888,35622,32,1
2888,15872,33,0
2888,30918,34,0
2889,35951,1,0
2889,22142,2,0
2889,21616,3,1
2889,20889,4,0
2889,19508,5,0
2889,2180,6,0
2889,22888,7,0
2889,22395,8,0
2889,20520,9,0
2889,28842,10,0
2889,46676,11,0
2889,5373,12,0
2936,24184,1,0
2936,24964,2,1
2936,30489,3,1
2937,24852,1,1
2937,8087,2,1
2937,47167,3,1
2937,29392,4,0
2937,47104,5,0
2937,23732,6,0
2937,6447,7,0
2937,26209,8,0
2937,31717,9,1
2937,47209,10,1
2937,8518,11,0
2937,23236,12,1
2937,38293,13,1
2937,49247,14,1
2937,4799,15,0
2937,40604,16,1
2948,5077,1,1
2948,15392,2,1
2948,17630,3,1
2948,47626,4,0
2985,2120,1,1
2985,4562,2,1
2985,20378,3,1
2985,37107,4,0
2985,26209,5,0
2985,5876,6,0
2985,43772,7,1
2985,26369,8,0
3010,2966,1,1
3010,47209,2,1
3010,13176,3,1
3010,45535,4,1
3010,6341,5,1
3010,21195,6,1
3010,5785,7,1
3010,27454,8,1
3037,19348,1,1
3037,19173,2,1
3037,6994,3,0
3056,13087,1,0
3056,16797,2,1
3056,11311,3,1
3056,9973,4,0
3056,41946,5,1
3056,41674,6,1
3056,34112,7,1
3056,3856,8,1
3056,24852,9,1
3056,46025,10,0
3056,19051,11,0
3056,43772,12,1
3056,5265,13,0
3056,38620,14,0
3056,1313,15,0
3056,43632,16,0
3056,10054,17,1
3056,21351,18,0
3056,4920,19,0
3056,17616,20,1
3056,1449,21,0
3068,5258,1,1
3068,16797,2,1
3091,41621,1,1
3091,30494,2,1
3091,43428,3,1
3091,25832,4,1
3091,25779,5,1
3091,35554,6,1
3091,13176,7,1
3091,5876,8,1
3103,12899,1,1
3103,33768,2,0
3103,32079,3,0
3103,33000,4,0
3142,16387,1,0
3142,24125,2,1
3142,1991,3,0
3142,45599,4,0
3142,41801,5,0
3142,27729,6,0
3160,196,1,1
3160,3389,2,1
3160,16696,3,0
3160,31164,4,1
3160,22395,5,0
3160,19672,6,0
3176,46149,1,1
3179,35221,1,1
3179,39322,2,1
3179,3634,3,1
3179,44632,4,1
3179,14867,5,1
3179,47990,6,0
3179,5757,7,0
3179,34521,8,0
3200,8571,1,1
3200,40199,2,1
3200,16797,3,1
3200,38300,4,1
3200,35561,5,1
3200,9387,6,1
3200,15772,7,1
3200,4913,8,1
3200,6184,9,0
3209,12565,1,1
3209,24852,2,1
3209,45054,3,1
3209,4920,4,1
3209,41131,5,1
3209,25124,6,1
3209,44799,7,1
3212,45504,1,1
3227,38300,1,0
3243,24830,1,1
3243,31635,2,0
3243,33606,3,0
3243,24852,4,1
3243,31433,5,0
3300,18432,1,1
3300,23630,2,0
3300,4366,3,0
3300,48189,4,1
3300,41289,5,0
3300,29642,6,0
3309,11801,1,1
3309,27744,2,1
3309,32312,3,1
3309,34106,4,0
3321,19660,1,1
3321,38300,2,0
3321,48812,3,0
3321,45683,4,0
3321,23662,5,0
3327,1308,1,0
3327,38067,2,0
3327,36183,3,1
3327,12838,4,0
3327,46979,5,1
3327,36070,6,0
3327,44632,7,1
3327,27509,8,1
3327,18465,9,1
3327,40724,10,0
3336,47766,1,0
3336,6046,2,1
3336,31717,3,0
3336,26209,4,0
3336,15396,5,0
3336,4661,6,0
3336,15649,7,0
3336,46359,8,0
3336,4339,9,0
3349,33198,1,1
3349,25064,2,0
3349,48455,3,1
3349,17038,4,0
3349,30391,5,0
3368,14852,1,1
3368,37067,2,1
3368,27845,3,1
3368,27247,4,1
3368,9210,5,1
3368,11136,6,1
3368,13431,7,1
3368,9322,8,0
3368,6343,9,1
3368,29627,10,1
3368,44815,11,0
3368,38303,12,1
3368,40568,13,0
3368,47900,14,1
3368,10904,15,0
3368,16911,16,0
3368,37053,17,0
3368,48679,18,0
3368,22935,19,1
3368,34126,20,1
3378,47409,1,0
3378,40574,2,0
3378,20156,3,0
3378,44204,4,0
3378,49306,5,0
3378,46023,6,0
3378,27307,7,0
3378,23410,8,0
3378,24852,9,1
3378,4920,10,0
3378,48163,11,1
3378,11422,12,1
3378,5534,13,0
3378,5077,14,1
3378,9932,15,1
3378,18339,16,0
3378,11432,17,0
3378,45938,18,0
3378,10246,19,0
3378,48299,20,1
3378,33129,21,0
3378,40516,22,0
3378,7821,23,0
3378,12508,24,1
3378,48527,25,0
3378,365,26,0
3378,31589,27,1
3397,19816,1,1
3397,5652,2,1
3397,34590,3,1
3397,36695,4,1
3397,37065,5,0
3397,2314,6,0
3397,33031,7,1
3405,34197,1,1
3405,12935,2,0
3405,11790,3,0
3405,48220,4,1
3405,15984,5,1
3405,25579,6,0
3405,8414,7,1
3405,37067,8,1
3405,46906,9,0
3405,27729,10,0
3422,39867,1,1
3422,11689,2,1
3422,3999,3,1
3422,28465,4,1
3422,28204,5,1
3422,4697,6,1
3422,39938,7,1
3422,32271,8,1
3422,18352,9,1
3422,35391,10,0
3422,30169,11,1
3422,27681,12,0
3422,34582,13,1
3422,640,14,0
3422,10329,15,0
3422,35440,16,0
3422,9509,17,0
3422,15359,18,0
3422,30731,19,0
3422,5098,20,0
3422,25877,21,0
3422,14612,22,0
3422,15468,23,0
3422,2042,24,0
3422,2380,25,0
3422,24396,26,0
3422,18599,27,0
3422,3808,28,0
3422,19653,29,0
3422,21019,30,0
3422,424,31,0
3422,25330,32,0
3422,36552,33,0
3422,365,34,0
3473,14966,1,0
3473,15200,2,1
3473,7147,3,1
3473,32303,4,1
3473,13424,5,1
3473,11759,6,1
3473,21137,7,1
3473,18023,8,1
3473,46799,9,0
3473,14477,10,1
3473,9996,11,0
3473,6369,12,1
3473,13042,13,1
3473,31759,14,1
3473,6901,15,0
3473,12341,16,1
3473,29223,17,1
3484,1640,1,1
3484,19508,2,1
3484,13535,3,1
3484,38383,4,1
3484,47209,5,1
3484,37693,6,1
3484,8277,7,1
3484,35708,8,1
3484,21914,9,1
3484,4376,10,1
3484,42768,11,1
3484,45007,12,0
3484,22935,13,1
3484,10749,14,0
3484,48745,15,0
3484,25659,16,0
3484,23400,17,0
3484,44449,18,0
3484,18200,19,1
3484,27966,20,1
3484,27521,21,1
3484,21137,22,1
3484,13176,23,1
3484,3957,24,1
3509,24964,1,0
3509,4421,2,1
3514,36620,1,1
3527,21137,1,1
3527,47672,2,0
3527,35535,3,1
3527,47209,4,1
3527,25659,5,0
3527,3843,6,0
3527,16748,7,1
3527,22211,8,1
3529,17261,1,0
3529,6679,2,1
3533,5785,1,1
3533,5959,2,1
3533,46969,3,0
3533,16616,4,1
3533,43086,5,0
3533,11520,6,0
3533,260,7,0
3563,24382,1,0
3563,34067,2,1
3563,4818,3,1
3563,7123,4,0
3563,24861,5,0
3563,24799,6,0
3563,39332,7,0
3563,4306,8,0
3563,21019,9,0
3649,40199,1,1
3649,13176,2,1
3649,7987,3,1
3733,38889,1,1
3733,32163,2,1
3733,37417,3,1
3733,5194,4,1
3733,13380,5,1
3733,1203,6,1
3733,5077,7,1
3733,19310,8,1
3733,44187,9,1
3733,44361,10,0
3733,12845,11,0
3733,14726,12,1
3733,6193,13,0
3733,47457,14,1
3733,21938,15,0
3733,30950,16,1
3733,41625,17,0
3733,34358,18,0
3733,34321,19,0
3733,29127,20,0
3733,39936,21,0
3733,48969,22,0
3740,48395,1,1
3740,4163,2,1
3740,37103,3,0
3740,32190,4,1
3740,45954,5,0
3740,24852,6,1
3740,9595,7,1
3740,21137,8,1
3740,39275,9,0
3740,14947,10,1
3740,4799,11,0
3740,9515,12,0
3740,16254,13,1
3740,45007,14,1
3740,43768,15,0
3752,13535,1,1
3752,38768,2,1
3752,44683,3,1
3785,27903,1,0
3785,40261,2,1
3785,25330,3,1
3785,21573,4,1
3785,3836,5,1
3785,10724,6,0
3785,6075,7,1
3785,12899,8,0
3785,21494,9,0
3785,12897,10,0
3785,19490,11,0
3785,11061,12,0
3785,9762,13,1
3785,28208,14,0
3785,39247,15,0
3785,5819,16,0
3785,26555,17,1
3785,49678,18,1
3785,44142,19,1
3785,40348,20,0
3785,32784,21,1
3785,11827,22,0
3785,1006,23,1
3785,39041,24,0
3785,43352,25,1
3785,14875,26,1
3785,27796,27,1
3785,196,28,0
3785,16797,29,1
3785,31608,30,0
3817,38772,1,1
3817,28934,2,1
3817,41787,3,1
3817,43961,4,1
3817,25890,5,1
3819,4602,1,0
3819,45924,2,0
3830,5067,1,1
3830,39581,2,1
3830,37919,3,1
3830,22802,4,0
3830,21195,5,0
3861,10602,1,1
3861,16998,2,1
3861,26115,3,1
3861,45488,4,1
3861,21572,5,1
3871,38400,1,0
3898,27845,1,1
3898,2469,2,1
3898,24852,3,1
3898,14636,4,1
3898,17616,5,1
3898,38400,6,1
3898,35004,7,1
3898,32429,8,1
3898,3616,9,1
3898,9387,10,1
3898,21955,11,1
3898,27104,12,0
3898,45035,13,0
3898,21137,14,1
3898,31762,15,0
3898,47931,16,1
3898,41238,17,1
3898,38510,18,0
3898,24307,19,0
3901,40055,1,0
3901,5516,2,0
3901,29987,3,0
3901,5438,4,0
3901,18078,5,0
3901,37524,6,0
3938,40646,1,0
3938,5450,2,1
3938,41950,3,0
3938,41329,4,0
3938,5068,5,0
3938,24964,6,1
3938,26209,7,0
3946,47626,1,0
3946,13780,2,1
3946,15937,3,0
3946,44449,4,0
3946,46979,5,0
3946,33862,6,0
3946,15861,7,0
3946,44848,8,0
3946,25256,9,0
3946,28127,10,0
3957,2187,1,1
3957,13225,2,0
3957,24235,3,0
3957,13500,4,0
3957,14218,5,0
3957,42368,6,0
3957,45066,7,1
3957,24852,8,1
3957,31562,9,1
3957,28842,10,0
3957,42625,11,0
3957,9339,12,0
3957,47521,13,0
3957,9438,14,0
3957,11777,15,0
3957,16797,16,1
3957,33845,17,0
3957,1408,18,0
3957,47977,19,0
3957,47196,20,0
3957,44116,21,0
3957,30830,22,0
3957,21903,23,1
3957,21616,24,1
3957,35140,25,0
3957,31433,26,0
3971,5183,1,1
3971,13733,2,1
3971,23452,3,1
3971,38730,4,1
3971,40408,5,1
3971,2435,6,1
3971,47626,7,1
3971,40332,8,1
3971,44142,9,1
3971,39993,10,1
3971,2295,11,1
3971,47040,12,1
3971,16277,13,1
3979,6818,1,1
3979,3308,2,1
3979,43568,3,1
3979,46522,4,1
4006,13176,1,1
4006,6187,2,1
4006,27156,3,1
4006,28476,4,1
4006,42533,5,1
4006,32018,6,1
4006,13702,7,1
4006,4597,8,1
4006,20512,9,1
4011,27845,1,1
4011,31927,2,1
4011,45007,3,1
4011,42265,4,0
4011,16616,5,1
4011,38453,6,0
4011,5029,7,1
4011,45767,8,1
4011,13113,9,1
4036,11758,1,0
4036,46979,2,0
4036,48364,3,0
4036,17794,4,0
4036,9515,5,0
4036,48523,6,0
4067,25718,1,1
